#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_2132_length_252_cov_0.771429	1	252	2	252	100	1.19048	30	60
NODE_2133_length_252_cov_0.765714	1	252	2	252	100	1.19048	30	60
NODE_2134_length_252_cov_0.748571	1	252	2	252	100	1.19048	30	60
NODE_2135_length_252_cov_0.737143	1	252	2	252	100	1.19048	30	60
NODE_2136_length_252_cov_0.731429	1	252	2	252	100	1.19048	30	60
NODE_2137_length_252_cov_0.691429	1	252	3	252	100	1.36508	30	58.3
NODE_2138_length_252_cov_0.617143	1	252	4	252	100	2.07143	30	57.5
NODE_2139_length_251_cov_1.678161	1	251	4	251	100	2.39044	30	60
NODE_2140_length_251_cov_1.678161	1	251	4	251	100	2.39044	30	60
NODE_2141_length_251_cov_1.678161	1	251	4	251	100	2.39044	30	60
NODE_2142_length_251_cov_1.678161	1	251	4	251	100	2.39044	30	60
NODE_2143_length_251_cov_1.678161	1	251	4	251	100	2.39044	30	60
NODE_2144_length_251_cov_1.678161	1	251	4	251	100	2.39044	30	60
NODE_2145_length_251_cov_1.678161	1	251	4	251	100	2.39044	30	60
NODE_2146_length_251_cov_1.482759	1	251	4	251	100	2.39044	30	60
NODE_2147_length_251_cov_1.390805	1	251	4	251	100	2.39044	30	60
NODE_2148_length_251_cov_1.367816	1	251	4	251	100	2.39044	30	60
NODE_2149_length_251_cov_1.339080	1	251	4	251	100	2.39044	30	60
NODE_2150_length_251_cov_1.270115	1	251	8	251	100	3.04382	30	30.2
NODE_2151_length_251_cov_1.258621	1	251	4	251	100	2.39044	30	60
NODE_2152_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2153_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2154_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2155_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2156_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2157_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2158_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2159_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2160_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2161_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2162_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2163_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2164_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2165_length_251_cov_0.839080	1	251	6	251	100	1.72112	30	24.7
NODE_2166_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2167_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2168_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2169_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2170_length_251_cov_0.839080	1	251	6	251	100	1.61753	30	20.8
NODE_2171_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2172_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2173_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2174_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2175_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2176_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2177_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2178_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2179_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2180_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2181_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2182_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2183_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2184_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2185_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2186_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2187_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2188_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2189_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2190_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2191_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2192_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2193_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2194_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2195_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2196_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2197_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2198_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2199_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2200_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2201_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2202_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2203_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2204_length_251_cov_0.839080	1	251	2	251	100	1.19522	30	60
NODE_2205_length_251_cov_0.833333	1	251	2	251	100	1.19522	30	60
NODE_2206_length_251_cov_0.810345	1	251	2	251	100	1.19522	30	60
NODE_2207_length_251_cov_0.764368	1	251	2	251	100	1.19522	30	60
NODE_2208_length_250_cov_3.375723	1	250	8	250	100	4.8	30	60
NODE_2209_length_250_cov_3.352601	1	250	8	250	100	4.8	30	60
NODE_2210_length_250_cov_2.531792	1	250	6	250	100	3.6	30	60
NODE_2211_length_250_cov_2.514451	1	250	6	250	100	3.6	30	60
NODE_2212_length_250_cov_2.156069	1	250	12	250	100	4.392	30	32.8
NODE_2213_length_250_cov_1.687861	1	250	27	250	100	8.508	30	13.8
NODE_2214_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2215_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2216_length_250_cov_1.687861	1	250	4	246	98.4	2.4	30	60
NODE_2217_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2218_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2219_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2220_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2221_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2222_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2223_length_250_cov_1.687861	1	250	4	250	100	2.4	30	60
NODE_2224_length_250_cov_1.676301	1	250	4	250	100	2.4	30	60
NODE_2225_length_250_cov_1.265896	1	250	3	250	100	1.8	30	60
NODE_2226_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2227_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2228_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2229_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2230_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2231_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2232_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2233_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2234_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2235_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2236_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2237_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2238_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2239_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2240_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2241_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2242_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2243_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2244_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2245_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2246_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2247_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2248_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2249_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2250_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2251_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2252_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2253_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2254_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2255_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2256_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2257_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2258_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2259_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2260_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2261_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2262_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2263_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2264_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2265_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2266_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2267_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2268_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2269_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2270_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2271_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2272_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2273_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2274_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2275_length_250_cov_0.843931	1	250	2	250	100	1.2	30	60
NODE_2276_length_250_cov_0.838150	1	250	2	250	100	1.2	30	60
NODE_2277_length_250_cov_0.786127	1	250	2	250	100	1.2	30	60
NODE_2278_length_250_cov_0.763006	1	250	2	250	100	1.2	30	60
NODE_2279_length_250_cov_0.728324	1	250	2	250	100	1.148	30	60
NODE_2280_length_250_cov_0.710983	1	250	2	250	100	1.2	30	60
NODE_2281_length_249_cov_5.093023	1	249	12	249	100	7.22892	30	60
NODE_2282_length_249_cov_2.546512	1	249	6	249	100	3.61446	30	60
NODE_2283_length_249_cov_2.546512	1	249	6	249	100	3.61446	30	60
NODE_2284_length_249_cov_1.697674	1	249	4	249	100	2.40964	30	60
NODE_2285_length_249_cov_1.697674	1	249	4	249	100	2.40964	30	60
NODE_2286_length_249_cov_1.697674	1	249	4	249	100	2.40964	30	60
NODE_2287_length_249_cov_1.697674	1	249	4	249	100	2.40964	30	60
NODE_2288_length_249_cov_1.697674	1	249	4	249	100	2.40964	30	60
NODE_2289_length_249_cov_1.697674	1	249	4	249	100	2.40964	30	60
NODE_2290_length_249_cov_1.697674	1	249	4	249	100	2.40964	30	60
NODE_2291_length_249_cov_1.674419	1	249	4	249	100	2.40964	30	60
NODE_2292_length_249_cov_1.529070	1	249	4	249	100	2.40964	30	60
NODE_2293_length_249_cov_1.273256	1	249	4	249	100	2.40964	30	60
NODE_2294_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2295_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2296_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2297_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2298_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2299_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2300_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2301_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2302_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2303_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2304_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2305_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2306_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2307_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2308_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2309_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2310_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2311_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2312_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2313_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2314_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2315_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2316_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2317_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2318_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2319_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2320_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2321_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2322_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2323_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2324_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2325_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2326_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2327_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2328_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2329_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2330_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2331_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2332_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2333_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2334_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2335_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2336_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2337_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2338_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2339_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2340_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2341_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2342_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2343_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2344_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2345_length_249_cov_0.848837	1	249	2	249	100	1.20482	30	60
NODE_2346_length_249_cov_0.843023	1	249	2	249	100	1.20482	30	60
NODE_2347_length_249_cov_0.837209	1	249	2	249	100	1.20482	30	60
NODE_2348_length_249_cov_0.831395	1	249	2	249	100	1.20482	30	60
NODE_2349_length_249_cov_0.802326	1	249	2	249	100	1.20482	30	60
NODE_2350_length_248_cov_10.654971	1	248	42	248	100	19.9597	30	47.7
NODE_2351_length_248_cov_2.561404	1	248	6	248	100	3.62903	30	60
NODE_2352_length_248_cov_2.543860	1	248	6	248	100	3.62903	30	60
NODE_2353_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2354_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2355_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2356_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2357_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2358_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2359_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2360_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2361_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2362_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2363_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2364_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2365_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2366_length_248_cov_1.707602	1	248	7	248	100	2.82661	30	34.7
NODE_2367_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2368_length_248_cov_1.707602	1	248	4	248	100	2.41935	30	60
NODE_2369_length_248_cov_1.356725	1	248	4	248	100	2.41935	30	60
NODE_2370_length_248_cov_1.280702	1	248	6	248	100	2.5	30	30.8
NODE_2371_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2372_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2373_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2374_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2375_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2376_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2377_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2378_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2379_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2380_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2381_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2382_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2383_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2384_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2385_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2386_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2387_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2388_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2389_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2390_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2391_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2392_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2393_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2394_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2395_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2396_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2397_length_248_cov_0.853801	1	248	2	238	95.9677	1.20968	30	60
NODE_2398_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2399_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2400_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2401_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2402_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2403_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2404_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2405_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2406_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2407_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2408_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2409_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2410_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2411_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2412_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2413_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2414_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2415_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2416_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2417_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2418_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2419_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2420_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2421_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2422_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2423_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2424_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2425_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2426_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2427_length_248_cov_0.853801	1	248	2	248	100	1.20968	30	60
NODE_2428_length_248_cov_0.789474	1	248	2	248	100	1.20968	30	60
NODE_2429_length_247_cov_4.035294	1	247	12	247	100	7.26316	30	59
NODE_2430_length_247_cov_2.576471	1	247	10	247	100	5.02834	30	41.6
NODE_2431_length_247_cov_2.576471	1	247	8	247	100	4.02834	30	47.6
NODE_2432_length_247_cov_2.394118	1	247	7	247	100	3.94332	30	56.4
NODE_2433_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2434_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2435_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2436_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2437_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2438_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2439_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2440_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2441_length_247_cov_1.717647	1	247	4	247	100	2.42915	30	60
NODE_2442_length_247_cov_1.705882	1	247	4	247	100	2.42915	30	60
NODE_2443_length_247_cov_1.470588	1	247	4	247	100	2.42915	30	60
NODE_2444_length_247_cov_1.147059	1	247	4	247	100	2.42915	30	60
NODE_2445_length_247_cov_1.052941	1	247	8	247	100	3.04858	30	27.8
NODE_2446_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2447_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2448_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2449_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2450_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2451_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2452_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2453_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2454_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2455_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2456_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2457_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2458_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2459_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2460_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2461_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2462_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2463_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2464_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2465_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2466_length_247_cov_0.858824	1	247	4	247	100	1.58704	30	31
NODE_2467_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2468_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2469_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2470_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2471_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2472_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2473_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2474_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2475_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2476_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2477_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2478_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2479_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2480_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2481_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2482_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2483_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2484_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2485_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2486_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2487_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2488_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2489_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2490_length_247_cov_0.858824	1	247	2	247	100	1.21457	30	60
NODE_2491_length_247_cov_0.858824	1	247	4	247	100	1.48988	30	31
NODE_2492_length_247_cov_0.852941	1	247	2	247	100	1.21457	30	60
NODE_2493_length_247_cov_0.782353	1	247	2	247	100	1.21457	30	60
NODE_2494_length_247_cov_0.764706	1	247	2	247	100	1.21457	30	60
NODE_2495_length_246_cov_2.591716	1	246	6	246	100	3.65854	30	60
NODE_2496_length_246_cov_2.213018	1	246	8	246	100	4.02439	30	56.1
NODE_2497_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
NODE_2498_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
NODE_2499_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
